User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
324,Mr. Kevin Johnson DVM,tinarusso@example.net,tinarusso,1961-03-19,Male,Hancockburgh,2024-02-18,2025-02-17,Monthly,Amex,Manual,Regular,Electronics,Horror,Smartphone,Low,4.0,9
325,John Moses,joshua91@example.com,joshua91,1966-03-08,Male,North Reneebury,2024-02-15,2025-02-14,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,3.1,10
326,John Velez,marcushicks@example.net,marcushicks,1969-05-18,Female,Nathanielland,2024-03-31,2025-03-31,Monthly,Amex,Manual,Frequent,Books,Action,Smart TV,Low,5.0,10
327,James Kim,bonnielewis@example.org,bonnielewis,1990-03-31,Female,Rodriguezhaven,2024-03-17,2025-03-17,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.6,5
328,Dr. Michele Butler,hjohnston@example.net,hjohnston,1997-09-16,Male,Lucaston,2024-02-20,2025-02-19,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smart TV,Medium,3.9,3
329,Alexander Kelley,opitts@example.com,opitts,1994-10-29,Female,Port Mark,2024-03-28,2025-03-28,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,Low,3.8,8
330,Catherine Dunlap,spierce@example.net,spierce,1988-06-03,Male,Lake Matthew,2024-04-11,2025-04-11,Annual,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,Medium,3.7,7
331,Cheryl Spence,matthewjohnson@example.org,matthewjohnson,1945-04-28,Male,Deanland,2024-03-22,2025-03-22,Annual,Mastercard,Manual,Regular,Books,Comedy,Smartphone,Medium,3.4,8
332,Jacob Black,felicia70@example.com,felicia70,1952-10-15,Female,Floresside,2024-01-08,2025-01-07,Monthly,Amex,Auto-renew,Occasional,Books,Horror,Tablet,Medium,3.1,1
333,Morgan Wilkinson,nashtyler@example.com,nashtyler,1950-04-08,Female,Josephfurt,2024-01-04,2025-01-03,Monthly,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.8,6
334,Nicole Robinson,huberisaac@example.com,huberisaac,1968-04-18,Male,Port Heather,2024-02-05,2025-02-04,Monthly,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,5.0,9
335,Anne Mcmillan,trobertson@example.org,trobertson,1985-12-23,Male,Troybury,2024-01-17,2025-01-16,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smart TV,High,3.8,7
336,Jeffery Diaz,ghumphrey@example.com,ghumphrey,1996-06-21,Female,New Nicholasmouth,2024-02-21,2025-02-20,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,Low,5.0,4
337,Carlos Rodriguez,jwilkins@example.net,jwilkins,1973-07-10,Male,Whitneyfort,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,10
338,Shannon Stevens,jwilson@example.com,jwilson,1989-11-19,Male,West Thomas,2024-01-05,2025-01-04,Monthly,Mastercard,Manual,Frequent,Books,Documentary,Smart TV,Medium,3.8,3
339,Mitchell Hansen,irogers@example.org,irogers,1974-02-24,Female,Hudsonville,2024-01-13,2025-01-12,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,High,5.0,8
340,Kerry Johnson,nschneider@example.com,nschneider,1961-06-10,Female,North Melissachester,2024-01-27,2025-01-26,Monthly,Amex,Auto-renew,Regular,Books,Action,Smartphone,Medium,3.8,1
341,Jonathan Soto,rfrench@example.org,rfrench,1936-12-09,Female,West Mariah,2024-03-16,2025-03-16,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,3.0,9
342,Michelle Ferguson,nathan22@example.org,nathan22,1967-12-20,Female,East Elizabeth,2024-02-05,2025-02-04,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,Low,3.5,3
343,Derek Mercer,kristina99@example.net,kristina99,1934-08-14,Male,Hunterland,2024-04-11,2025-04-11,Annual,Amex,Manual,Occasional,Books,Documentary,Tablet,Low,4.3,4
344,Heather Howard,robinsonduane@example.com,robinsonduane,1994-06-03,Female,East Josephside,2024-03-01,2025-03-01,Annual,Visa,Manual,Occasional,Clothing,Romance,Tablet,High,3.3,6
345,Cynthia Phillips,carlsonrachel@example.net,carlsonrachel,1995-01-04,Male,South Adamland,2024-01-08,2025-01-07,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,3.6,3
346,Matthew Ruiz,april31@example.com,april31,1940-10-19,Male,Martinfort,2024-04-01,2025-04-01,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Tablet,High,4.0,2
347,Charles Nelson,kaylaschultz@example.com,kaylaschultz,1950-12-04,Male,Erichaven,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Occasional,Books,Drama,Tablet,High,3.2,10
348,Patrick Clarke,debra06@example.net,debra06,1948-01-10,Female,Lake Tarastad,2024-02-27,2025-02-26,Annual,Visa,Manual,Frequent,Books,Romance,Smart TV,Medium,3.9,3
349,Ruben Martinez,williamsariel@example.net,williamsariel,1976-06-27,Male,Brittanyburgh,2024-03-21,2025-03-21,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,Low,4.9,0
350,Michael Chang,tammygonzales@example.net,tammygonzales,1980-12-18,Female,Crossborough,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Medium,4.5,8
351,Connie Fischer,lwatson@example.org,lwatson,1935-11-23,Female,North Brandonburgh,2024-01-20,2025-01-19,Annual,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,High,4.0,5
352,Joseph Williams,jaredlynch@example.org,jaredlynch,2004-09-30,Male,Lake Margaretport,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.1,3
353,David Stokes,ksmith@example.org,ksmith,1967-01-03,Male,Javierfort,2024-03-25,2025-03-25,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,4.9,2
354,Dawn Vazquez,hgarcia@example.org,hgarcia,1937-09-11,Female,Belindamouth,2024-01-02,2025-01-01,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,High,4.6,6
355,Carrie Jackson,dpowell@example.net,dpowell,1977-10-06,Male,Christineport,2024-04-13,2025-04-13,Annual,Mastercard,Manual,Regular,Books,Romance,Tablet,High,4.8,9
356,Kathleen Mclaughlin,james28@example.com,james28,1984-06-19,Female,New Jennifer,2024-03-16,2025-03-16,Monthly,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,3.8,7
357,Tim Hernandez,michael28@example.org,michael28,1941-01-30,Female,North Jessica,2024-01-22,2025-01-21,Monthly,Amex,Manual,Occasional,Books,Comedy,Tablet,Low,4.2,5
358,William Stephens,langmary@example.net,langmary,1955-03-21,Female,Scottton,2024-03-28,2025-03-28,Monthly,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.8,1
359,Misty Lopez,clayblake@example.net,clayblake,1943-09-19,Male,Port Cole,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Medium,3.1,9
360,Teresa Richardson,stacywolfe@example.com,stacywolfe,1978-07-28,Female,Port Jonathan,2024-01-25,2025-01-24,Annual,Mastercard,Manual,Regular,Books,Horror,Smart TV,Low,3.8,3
361,Donald Davis,frenchgail@example.com,frenchgail,1984-03-16,Female,East Christopherside,2024-01-19,2025-01-18,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,4.1,5
362,Kenneth Lopez,delgadokayla@example.org,delgadokayla,1989-09-22,Female,Barnesland,2024-01-11,2025-01-10,Monthly,Amex,Manual,Regular,Books,Drama,Tablet,Medium,3.0,2
363,Maria Johnson,connorfranklin@example.com,connorfranklin,1992-03-25,Female,New Cory,2024-01-24,2025-01-23,Annual,Visa,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,4.4,4
364,Robert Nelson,josephalvarez@example.org,josephalvarez,1940-08-23,Female,Stevenview,2024-02-22,2025-02-21,Monthly,Amex,Manual,Occasional,Clothing,Horror,Tablet,Low,3.9,2
365,James Villa,jenniferwallace@example.org,jenniferwallace,1946-07-26,Female,Stephensshire,2024-01-03,2025-01-02,Annual,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,High,3.7,8
366,Ryan Deleon,tanya47@example.org,tanya47,1999-11-22,Female,Dawnfurt,2024-03-14,2025-03-14,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smartphone,Low,3.1,9
367,Patricia Bell,lpowell@example.net,lpowell,1984-12-12,Female,South Garyborough,2024-03-22,2025-03-22,Annual,Amex,Manual,Occasional,Clothing,Romance,Smartphone,High,3.7,3
368,Corey Cannon,christopherwilkerson@example.net,christopherwilkerson,1990-03-31,Male,East Crystal,2024-04-12,2025-04-12,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.5,2
369,Katherine Hinton,jbaker@example.net,jbaker,1999-09-30,Female,Angelahaven,2024-01-02,2025-01-01,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smartphone,Medium,3.8,1
370,Amy Spencer,vriley@example.com,vriley,1975-02-13,Female,East Katherine,2024-01-11,2025-01-10,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smartphone,Low,4.9,5
371,Michele Dawson,stewartmadison@example.net,stewartmadison,1962-06-19,Female,Lake Joseph,2024-03-01,2025-03-01,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Tablet,Low,4.2,10
372,Jay Phillips,yvette22@example.com,yvette22,1959-08-14,Female,New Sheila,2024-02-05,2025-02-04,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smart TV,Medium,4.6,5
373,Brian Greene,nancychang@example.net,nancychang,1968-02-12,Male,South Jane,2024-04-10,2025-04-10,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Medium,4.6,4
374,Timothy Cox,stephen87@example.net,stephen87,1963-06-07,Male,New John,2024-02-07,2025-02-06,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.9,4
375,Robert Nelson,bacosta@example.com,bacosta,1974-10-04,Female,Andersonstad,2024-02-03,2025-02-02,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Medium,3.7,3
376,Thomas Castro,wilkinsonrachel@example.com,wilkinsonrachel,1966-11-28,Female,Markfort,2024-02-01,2025-01-31,Annual,Amex,Auto-renew,Regular,Electronics,Comedy,Smart TV,Low,4.8,10
377,Victor Armstrong,durancolin@example.org,durancolin,1963-01-24,Female,North Robertahaven,2024-04-05,2025-04-05,Monthly,Visa,Manual,Regular,Books,Comedy,Smartphone,High,4.8,7
378,Anne Smith,smithlee@example.net,smithlee,1961-10-05,Female,Lake Autumnside,2024-01-31,2025-01-30,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,3.5,8
379,Jerry Dawson,ielliott@example.net,ielliott,1972-03-05,Male,Glovermouth,2024-03-29,2025-03-29,Monthly,Amex,Manual,Frequent,Clothing,Romance,Tablet,Low,4.7,3
380,Samantha Lucas,gregorybrittney@example.net,gregorybrittney,1951-03-25,Female,North Kelly,2024-03-19,2025-03-19,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,4.8,4
381,Jennifer Romero,gatescharles@example.org,gatescharles,1939-06-16,Male,North Markmouth,2024-04-10,2025-04-10,Monthly,Visa,Manual,Occasional,Books,Horror,Smartphone,High,4.4,6
382,Taylor Mcclure,yjones@example.net,yjones,1942-07-10,Male,Elizabethstad,2024-02-02,2025-02-01,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Low,4.1,8
383,Jeffery Spence,xthomas@example.org,xthomas,1998-02-08,Female,Port Glenn,2024-03-04,2025-03-04,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,High,4.7,4
384,Nicholas Curry,jodiweiss@example.net,jodiweiss,1956-08-09,Female,West Joelton,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3.4,0
385,Benjamin Kelly,prodriguez@example.net,prodriguez,1975-07-27,Female,West Williamville,2024-02-07,2025-02-06,Annual,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,Low,3.9,3
386,Nicholas Nicholson,megan54@example.org,megan54,1981-03-26,Male,Michaelborough,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Low,4.5,9
387,Frances Wilson,brittany61@example.net,brittany61,1957-04-09,Male,New Mark,2024-01-26,2025-01-25,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,Smartphone,Low,3.1,6
388,Richard Soto,simmonssandra@example.com,simmonssandra,2002-09-25,Female,Tylerberg,2024-01-16,2025-01-15,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.2,1
389,Angela Walker,martinezsamuel@example.com,martinezsamuel,1980-12-08,Male,Timothyview,2024-02-19,2025-02-18,Annual,Amex,Manual,Occasional,Clothing,Horror,Smart TV,Low,3.7,9
390,Carl Parker,oanderson@example.org,oanderson,1961-05-28,Male,Leeport,2024-01-06,2025-01-05,Monthly,Mastercard,Auto-renew,Regular,Clothing,Drama,Smart TV,High,4.7,7
391,Brooke Stewart,johnramirez@example.com,johnramirez,1959-04-25,Male,West Mary,2024-04-10,2025-04-10,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,High,3.8,4
392,Amy Vasquez DDS,tcooper@example.net,tcooper,1955-09-16,Male,Cruzborough,2024-03-11,2025-03-11,Annual,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.8,9
393,Joshua Powell,kellypeter@example.org,kellypeter,1965-03-09,Male,Brianmouth,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,High,5.0,6
394,Whitney White,darlene61@example.org,darlene61,1963-04-17,Female,Veronicabury,2024-02-03,2025-02-02,Annual,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Medium,4.5,9
395,Rhonda Coleman,ehudson@example.com,ehudson,2002-03-25,Male,Tonyaberg,2024-03-01,2025-03-01,Monthly,Amex,Auto-renew,Frequent,Clothing,Horror,Smart TV,Medium,3.1,10
396,Jason Schmidt,ryanwalsh@example.com,ryanwalsh,1944-04-26,Male,Jeffreyport,2024-03-27,2025-03-27,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smart TV,Low,3.2,0
397,Andrew Johnson,thomascallahan@example.org,thomascallahan,1957-12-17,Male,Port Sue,2024-03-04,2025-03-04,Annual,Visa,Manual,Frequent,Electronics,Horror,Tablet,Medium,4.5,1
398,Chelsea Terrell,irodriguez@example.org,irodriguez,1961-09-29,Female,South Travis,2024-01-22,2025-01-21,Monthly,Visa,Manual,Regular,Clothing,Horror,Smart TV,Low,4.7,4
399,Kevin Bridges,acline@example.org,acline,1963-03-07,Male,East Joshuaburgh,2024-01-26,2025-01-25,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.2,2
400,Steven Moody,kimberly19@example.com,kimberly19,1986-06-24,Male,Lake William,2024-04-13,2025-04-13,Annual,Amex,Manual,Occasional,Clothing,Comedy,Smart TV,High,4.4,7
401,Gina Aguilar,troy03@example.com,troy03,1994-10-15,Male,Karenborough,2024-01-29,2025-01-28,Monthly,Visa,Manual,Occasional,Books,Romance,Smartphone,High,4.8,2
402,Olivia Harper,twilliams@example.com,twilliams,2004-06-22,Female,Port Charles,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,High,4.0,6
403,Christian Pruitt,andrea81@example.com,andrea81,1999-01-16,Male,Amandamouth,2024-02-10,2025-02-09,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.2,0
404,Mark Rojas,marshlori@example.net,marshlori,1942-11-03,Female,Parkerfort,2024-03-13,2025-03-13,Annual,Visa,Manual,Frequent,Clothing,Drama,Smart TV,High,4.7,5
405,Dr. Kelly Burgess,yatesmichael@example.net,yatesmichael,2003-01-28,Male,West Jillstad,2024-02-15,2025-02-14,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,3.1,0
406,Kiara Herrera,koconnor@example.com,koconnor,1954-07-17,Male,Simsland,2024-02-07,2025-02-06,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Smartphone,Low,3.1,4
407,Christina Steele,pfoster@example.net,pfoster,1941-01-29,Female,Ryanburgh,2024-01-20,2025-01-19,Monthly,Visa,Auto-renew,Regular,Books,Horror,Tablet,Medium,4.1,0
408,Thomas Espinoza,ycoleman@example.com,ycoleman,1951-03-30,Female,Boyerville,2024-01-14,2025-01-13,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Tablet,High,4.1,9
409,Joseph Young,moyerkatherine@example.org,moyerkatherine,1958-10-26,Female,New Pamela,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,4.1,9
410,Carlos Taylor,brandon60@example.net,brandon60,1964-12-17,Female,Roachville,2024-01-22,2025-01-21,Monthly,Amex,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,6
411,Christine Davis,meghan96@example.net,meghan96,1956-09-10,Female,East Christopherton,2024-01-10,2025-01-09,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,Medium,4.4,8
412,Mark Lee,harperpatricia@example.com,harperpatricia,1934-04-03,Male,East Carolyn,2024-03-07,2025-03-07,Annual,Amex,Auto-renew,Regular,Electronics,Action,Tablet,High,3.5,3
413,Matthew Johnson,carmen60@example.org,carmen60,1971-04-23,Male,South Nicoleport,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Smartphone,High,4.7,1
414,Katrina Hampton,eileenwilliams@example.com,eileenwilliams,1975-03-13,Male,Port Michael,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,High,4.7,7
415,Russell Becker,williamstheresa@example.org,williamstheresa,1975-03-22,Female,Whitebury,2024-03-28,2025-03-28,Annual,Amex,Manual,Occasional,Clothing,Drama,Smartphone,High,3.3,6
416,Katie Morris,duncanfelicia@example.net,duncanfelicia,1981-12-25,Male,Deleontown,2024-02-29,2025-02-28,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,High,3.5,1
417,Zachary Mccoy,sanchezerin@example.net,sanchezerin,1987-01-27,Male,West Emilyborough,2024-02-05,2025-02-04,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,6
418,Leslie Peters,ktaylor@example.org,ktaylor,1968-03-30,Male,Lake James,2024-02-19,2025-02-18,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,High,3.5,2
419,Christina Patterson,ethanhall@example.org,ethanhall,1985-11-04,Female,Rogersland,2024-03-16,2025-03-16,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,3.5,10
420,Kyle Williams,xreyes@example.net,xreyes,1940-02-27,Male,Lopezmouth,2024-04-02,2025-04-02,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,Low,4.7,6
421,Brian Campos,aliciamckinney@example.com,aliciamckinney,1998-12-26,Female,Wallsfurt,2024-04-04,2025-04-04,Annual,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Low,3.9,1
422,Susan Hanson,williammcintyre@example.com,williammcintyre,1956-03-08,Male,Cameronside,2024-01-30,2025-01-29,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,4.3,4
423,Kathy Patterson,evelynbullock@example.net,evelynbullock,1986-08-17,Male,New Courtneyton,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,4.5,7
424,Ann Jackson,hollymccarty@example.net,hollymccarty,1967-12-04,Female,Port Amy,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,3.1,2
425,John Edwards,nolancheryl@example.net,nolancheryl,1944-08-31,Male,Randallhaven,2024-02-16,2025-02-15,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,4.8,4
426,Mary Stewart,barbara18@example.net,barbara18,1969-12-31,Male,Lake Ryan,2024-02-15,2025-02-14,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Tablet,Low,4.8,9
427,James Benson,gmay@example.org,gmay,1942-05-11,Female,Steinfort,2024-03-29,2025-03-29,Annual,Mastercard,Manual,Regular,Books,Drama,Tablet,Low,3.8,5
428,Anthony Ramirez,wardkelly@example.net,wardkelly,2001-07-05,Male,Jonesborough,2024-01-30,2025-01-29,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.6,6
429,Wayne Walker,andrewsjames@example.org,andrewsjames,1956-04-13,Male,Kurtstad,2024-01-12,2025-01-11,Annual,Mastercard,Manual,Regular,Electronics,Action,Smartphone,Medium,3.0,9
430,David Osborne,lambertkimberly@example.com,lambertkimberly,1998-09-22,Male,Johntown,2024-04-05,2025-04-05,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.1,4
431,Dana Scott,matthewhayden@example.com,matthewhayden,1955-10-22,Male,Austinside,2024-02-11,2025-02-10,Annual,Amex,Manual,Occasional,Clothing,Horror,Smartphone,High,4.3,4
432,Madison Shaw,edwardanderson@example.com,edwardanderson,1943-10-01,Female,Lake Timothy,2024-02-21,2025-02-20,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Action,Smart TV,High,4.7,6
433,Tanya Hall,sandovalmarco@example.org,sandovalmarco,1990-04-19,Male,South Scottburgh,2024-03-28,2025-03-28,Annual,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,4.0,4
434,William Rangel,mahoneyanthony@example.com,mahoneyanthony,1955-10-30,Female,Vanessastad,2024-01-03,2025-01-02,Annual,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,Low,4.0,10
435,Tanya Ramirez,arnoldlinda@example.org,arnoldlinda,1994-11-29,Female,Lake Matthewtown,2024-04-09,2025-04-09,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,3.9,5
436,Mary Jones,imayer@example.net,imayer,1962-02-14,Female,New Joseph,2024-02-06,2025-02-05,Annual,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4.8,0
437,Dawn Malone,ggilbert@example.net,ggilbert,1966-12-07,Female,Victoriaton,2024-03-09,2025-03-09,Annual,Mastercard,Auto-renew,Regular,Electronics,Action,Smartphone,Medium,4.6,9
438,Sherry Benson,aaron70@example.net,aaron70,1986-11-04,Male,North Mariotown,2024-01-18,2025-01-17,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.7,3
439,Sarah Saunders,hjones@example.com,hjones,1969-05-07,Male,Annchester,2024-03-29,2025-03-29,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Smart TV,Medium,4.5,7
440,Andrew Castro,zacharyhuff@example.org,zacharyhuff,1947-08-07,Male,North Timothychester,2024-03-06,2025-03-06,Annual,Visa,Manual,Frequent,Books,Comedy,Tablet,High,5.0,7
441,Pamela Martinez,mario50@example.org,mario50,1994-09-15,Male,East Jasmine,2024-01-19,2025-01-18,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,3.5,4
442,Debra Davis,laceybrown@example.net,laceybrown,1975-11-10,Female,Lake Jennifer,2024-04-05,2025-04-05,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.9,2
443,Terry Jones,kayleearroyo@example.net,kayleearroyo,1976-03-26,Male,Matthewfurt,2024-01-28,2025-01-27,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,4.6,9
444,Brent Key,sburke@example.com,sburke,1957-04-24,Male,Gonzalezland,2024-01-08,2025-01-07,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,Medium,3.5,5
445,Matthew Perez,jason06@example.org,jason06,1943-01-25,Female,Rachelbury,2024-03-07,2025-03-07,Annual,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,Medium,3.1,0
446,Anne Green,ycase@example.com,ycase,1936-09-11,Male,South Alexander,2024-03-09,2025-03-09,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,3.4,7
447,Dawn Parker,gschaefer@example.net,gschaefer,2000-12-15,Male,Andrewville,2024-01-29,2025-01-28,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,Medium,4.1,10
448,Jennifer French,kwilson@example.net,kwilson,1944-01-20,Female,East Sheryl,2024-02-04,2025-02-03,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.8,7
449,Jerry Cross,wwilson@example.com,wwilson,1956-06-02,Female,West Jasmine,2024-02-29,2025-02-28,Annual,Mastercard,Manual,Regular,Clothing,Action,Smart TV,High,3.8,7
450,Michael Collins,bryantjennifer@example.org,bryantjennifer,1935-11-18,Female,Thompsonton,2024-02-28,2025-02-27,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Low,4.1,4
451,Jessica Fleming,jenniferrivera@example.org,jenniferrivera,1934-03-19,Male,South Christopherburgh,2024-03-12,2025-03-12,Annual,Mastercard,Manual,Regular,Electronics,Drama,Tablet,Medium,4.7,2
452,James Horn,petercook@example.com,petercook,1957-06-04,Male,Maureenmouth,2024-03-14,2025-03-14,Annual,Mastercard,Manual,Occasional,Electronics,Action,Smartphone,High,3.5,10
453,David Simpson,alexandrashelton@example.org,alexandrashelton,1982-12-29,Male,Jamesview,2024-01-21,2025-01-20,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Low,5.0,1
454,James Perez,mhardy@example.org,mhardy,1989-01-30,Female,Riceton,2024-01-27,2025-01-26,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.2,5
455,Vincent Alvarado,morgansoto@example.org,morgansoto,1940-02-20,Female,Cassandramouth,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,3.3,6
456,Nancy Clark,jameskim@example.com,jameskim,1989-11-12,Male,East Thomasfort,2024-03-23,2025-03-23,Annual,Visa,Manual,Regular,Electronics,Drama,Smartphone,Low,4.3,8
457,Jackson Owens,ramoskayla@example.net,ramoskayla,1954-03-26,Female,Clarenceborough,2024-02-29,2025-02-28,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,High,4.3,1
458,Megan Castaneda,estradaholly@example.net,estradaholly,2006-03-03,Male,Wellsville,2024-03-26,2025-03-26,Monthly,Visa,Manual,Occasional,Books,Drama,Tablet,Medium,4.3,9
459,Kristina Barrera,michaeljohnson@example.net,michaeljohnson,1986-04-21,Female,Smithview,2024-04-03,2025-04-03,Annual,Visa,Manual,Regular,Books,Comedy,Smart TV,High,4.4,1
460,Keith Harding,christopherjohnson@example.com,christopherjohnson,1967-03-26,Male,Larryside,2024-01-26,2025-01-25,Monthly,Amex,Manual,Occasional,Clothing,Documentary,Tablet,High,3.1,10
461,John Smith,woodsdavid@example.org,woodsdavid,1969-04-07,Male,Lake Amber,2024-02-23,2025-02-22,Annual,Visa,Manual,Frequent,Electronics,Romance,Smartphone,Low,4.3,0
462,Cindy Valenzuela,hicksjulia@example.org,hicksjulia,1975-01-27,Male,Jorgechester,2024-04-04,2025-04-04,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,Low,3.2,6
